Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-09 00:00:00-05:00,152.7722164542856,160.48879408956142,151.34285793670534,156.210693359375,50423100,0.0,0.0
2023-01-10 00:00:00-05:00,155.0012335544636,159.54920342134682,154.65138267915484,159.01943969726562,38410100,0.0,0.0
2023-01-11 00:00:00-05:00,158.3297242407816,160.2088951128559,155.56096405401496,159.9390106201172,35328500,0.0,0.0
2023-01-12 00:00:00-05:00,160.92859587257658,166.29620937600254,154.85129054602797,165.03677368164062,55140900,0.0,0.0
2023-01-13 00:00:00-05:00,162.707816594291,169.14496331969312,161.57831279405693,168.91506958007812,44728700,0.0,0.0
2023-01-17 00:00:00-05:00,168.91506024160978,177.20137700480032,168.91506024160978,176.94149780273438,51110200,0.0,0.0
2023-01-18 00:00:00-05:00,176.5916397922065,178.65072368087073,172.74335653244728,173.69293212890625,43962400,0.0,0.0
2023-01-19 00:00:00-05:00,170.2844270843766,171.89371348116563,167.23577704673025,167.57562255859375,45293200,0.0,0.0
2023-01-20 00:00:00-05:00,170.03455600827849,178.4808053423005,168.1753803171286,178.31088256835938,56496700,0.0,0.0
2023-01-23 00:00:00-05:00,180.55987817822194,192.36463752094693,178.1009625777222,191.84486389160156,65516300,0.0,0.0
2023-01-24 00:00:00-05:00,188.18649778251117,194.8635275713291,188.11652150979177,192.56454467773438,49620400,0.0,0.0
2023-01-25 00:00:00-05:00,189.04612978145468,193.61409515340478,185.71760473480168,193.14430236816406,44953700,0.0,0.0
2023-01-26 00:00:00-05:00,196.92259771472803,201.57054405138936,192.69447848111074,197.93215942382812,48953500,0.0,0.0
2023-01-27 00:00:00-05:00,194.53368306051107,206.18851562549693,193.9639437809651,203.55967712402344,54214200,0.0,0.0
2023-01-30 00:00:00-05:00,199.41152932057378,201.31068064186553,191.4150770169919,191.53501892089844,48861100,0.0,0.0
2023-01-31 00:00:00-05:00,191.61498505309754,196.78269051808235,189.41596372255415,195.28335571289062,49801700,0.0,0.0
2023-02-01 00:00:00-05:00,196.82269025807636,211.82602906591003,196.0230419419256,209.33712768554688,66047700,0.0,0.0
