Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-09 00:00:00-05:00,10.66348648071289,10.66348648071289,10.66348648071289,10.66348648071289,0,0.0,0.0
2023-01-10 00:00:00-05:00,11.658744812011719,11.658744812011719,11.658744812011719,11.658744812011719,300,0.0,0.0
2023-01-11 00:00:00-05:00,11.658744812011719,11.658744812011719,11.658744812011719,11.658744812011719,0,0.0,0.0
2023-01-12 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,600,0.0,0.0
2023-01-13 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-17 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-18 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-19 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-20 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-23 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-24 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-25 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-26 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-27 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-30 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-01-31 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-02-01 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-02-02 00:00:00-05:00,11.94310474395752,11.94310474395752,11.94310474395752,11.94310474395752,0,0.0,0.0
2023-02-03 00:00:00-05:00,8.578183206953918,9.00472251365168,8.578183206953918,8.663491249084473,6400,0.0,0.0
2023-02-06 00:00:00-05:00,9.099508324322345,9.526047579284821,8.663490198282839,9.241687774658203,4000,0.0,0.0
2023-02-07 00:00:00-05:00,9.478653907775879,9.478653907775879,9.478653907775879,9.478653907775879,4400,0.0,0.0
2023-02-08 00:00:00-05:00,9.478653907775879,9.478653907775879,9.478653907775879,9.478653907775879,400,0.0,0.0
2023-02-09 00:00:00-05:00,9.478653907775879,9.478653907775879,9.478653907775879,9.478653907775879,0,0.0,0.0
2023-02-10 00:00:00-05:00,6.72036600112915,6.72036600112915,6.72036600112915,6.72036600112915,600,0.0,0.0
2023-02-13 00:00:00-05:00,7.376856327056885,7.376856327056885,7.376856327056885,7.376856327056885,100,0.303,0.0
2023-02-14 00:00:00-05:00,9.792901039123535,9.792901039123535,9.792901039123535,9.792901039123535,200,0.0,0.0
2023-02-15 00:00:00-05:00,10.278090659642292,10.278090659642292,6.733238697052002,6.733238697052002,7300,0.0,0.0
2023-02-16 00:00:00-05:00,9.09977335947467,9.109675407409668,7.188722490649285,9.109675407409668,1500,0.0,0.0
2023-02-17 00:00:00-05:00,9.565159358596851,9.565159358596851,7.921457150879218,8.327431678771973,9800,0.0,0.0
2023-02-21 00:00:00-05:00,6.83225679397583,6.83225679397583,6.83225679397583,6.83225679397583,1100,0.0,0.0
2023-02-22 00:00:00-05:00,7.1788201332092285,7.1788201332092285,7.1788201332092285,7.1788201332092285,700,0.0,0.0
2023-02-23 00:00:00-05:00,7.1788201332092285,7.1788201332092285,7.1788201332092285,7.1788201332092285,400,0.0,0.0
2023-02-24 00:00:00-05:00,7.1788201332092285,7.1788201332092285,7.1788201332092285,7.1788201332092285,0,0.0,0.0
2023-02-27 00:00:00-05:00,7.1788201332092285,7.1788201332092285,7.1788201332092285,7.1788201332092285,0,0.0,0.0
2023-02-28 00:00:00-05:00,7.1788201332092285,7.1788201332092285,7.1788201332092285,7.1788201332092285,0,0.0,0.0
2023-03-01 00:00:00-05:00,8.228413581848145,8.228413581848145,8.228413581848145,8.228413581848145,300,0.0,0.0
2023-03-02 00:00:00-05:00,8.565074905326037,9.90182113647461,8.565074905326037,9.90182113647461,1100,0.0,0.0
2023-03-03 00:00:00-05:00,8.218511633192463,8.92154096319075,7.178820237517357,7.921456813812256,3700,0.0,0.0
2023-03-06 00:00:00-05:00,8.31752945307525,9.901821227142566,7.426365920356924,7.792733192443848,2700,0.0,0.0
2023-03-07 00:00:00-05:00,8.911639075152998,8.911639075152998,8.17890453338623,8.17890453338623,700,0.0,0.0
2023-03-08 00:00:00-05:00,9.575060844421387,9.901820857162862,9.575060844421387,9.575060844421387,600,0.0,0.0
2023-03-09 00:00:00-05:00,7.475874966955097,9.555256788976967,7.475874966955097,8.228413581848145,1100,0.0,0.0
2023-03-10 00:00:00-05:00,8.228413581848145,8.228413581848145,8.228413581848145,8.228413581848145,400,0.0,0.0
2023-03-13 00:00:00-04:00,7.673911094665527,7.673911094665527,7.673911094665527,7.673911094665527,1100,0.0,0.0
2023-03-14 00:00:00-04:00,7.673911094665527,7.673911094665527,7.673911094665527,7.673911094665527,0,0.0,0.0
2023-03-15 00:00:00-04:00,7.673911094665527,7.673911094665527,7.673911094665527,7.673911094665527,0,0.0,0.0
2023-03-16 00:00:00-04:00,7.673911094665527,7.673911094665527,7.673911094665527,7.673911094665527,0,0.0,0.0
2023-03-17 00:00:00-04:00,7.673911094665527,7.673911094665527,7.673911094665527,7.673911094665527,0,0.0,0.0
2023-03-20 00:00:00-04:00,7.475874900817871,7.475874900817871,7.475874900817871,7.475874900817871,100,0.0,0.0
2023-03-21 00:00:00-04:00,7.475874900817871,7.475874900817871,7.475874900817871,7.475874900817871,100,0.0,0.0
2023-03-22 00:00:00-04:00,7.7333221435546875,7.7333221435546875,7.7333221435546875,7.7333221435546875,200,0.0,0.0
2023-03-23 00:00:00-04:00,7.7333221435546875,7.7333221435546875,7.7333221435546875,7.7333221435546875,0,0.0,0.0
2023-03-24 00:00:00-04:00,7.7333221435546875,7.7333221435546875,7.7333221435546875,7.7333221435546875,0,0.0,0.0
2023-03-27 00:00:00-04:00,7.7333221435546875,7.7333221435546875,7.7333221435546875,7.7333221435546875,0,0.0,0.0
